label	text
fear	I am meeting my girlfriends parents tomorrow. I am so nervous
joy	My son recently graduated from high school.  I am so happy about it!
sad	Our family reunion was a disaster this year.
joy	My company will give us a bonus because the quarter was good. I am happy.
anger	I am so sick of being used by my friends. I am done with them.
fear	I am so scared to go off to college this year.
joy	I was pretty happy to find out I was having a girl
anger	I am so mad.  My husband won't stop playing his video game.  It has been days.
sad	I have been watching dramas all week. They are so heart warming.
sad	I went to visit my family for four weeks. Now that I am back home, I feel lonely.
surprise	I won 20$ off a lottery ticket this morning. Didn't expect it to be honest!
fear	A group of students at the university are extorting money from me. I am too afraid to go back to the university.
joy	I am perfectly satisfied with having no car. Everything I need is within walking distance.
fear	I am going to try my grandmas recipe for dressing today. I am scaerd I won't do it justice.
anticipating	Going on roller coasters makes me so nervous. I can't stand the feeling in my chest on the comedown.
sad	I lost all my money in my bank account due to fraud. I am so broken...
anticipating	I can't wait for the fall tv line up. The best shows come on inthe fall
anger	All my money in my bank got stolen due to fraud and I am so mad...
anger	My daughter left with her friends and her room is a mess. I am so upset.
anger	I can't believe all of the classes I wanted to take are already full!
fear	I think I'm going to get evicted.
surprise	I was so excited to see my kids when they came home!
fear	My car started to make loud noises coming out of engine. It happens while accelerating
fear	I have a secret.  I hate being in the dark.  It terrifies me
anticipating	I can't wait for date nigiht this week. I bought my hubb an apple watch.
fear	I heard a banging on my window at 3AM last night. I was terrified on what it was but it turned out to be a tree branch.
joy	I feel like blowing a trumpet I am so happy.  I got my medical marijuana card today.
anger	MY neighbors have been playing loud music all day
sad	I miss kids everytime they go to sleepovers. I'm such a sap.
anger	I am soooo mad.  I came home and someone burnt a pizza in my oven and left it there.
joy	School is starting back and I get a break from the kids.
surprise	I randomly bought a lotto ticket the other day and won $50!
joy	I am so excited to go to the park with the kids today
sad	 I was in despair that someone ruined everything over nothing. They continue to ruin their life and everyone's around them. Self destruct.
disgust	I was super grossed out when I left some noodles in the sink last night and today there were maggots. Welcome to summer.
anticipating	I was so nervous taking my dog to the vet today.  I was scared something might be wrong.
joy	Sitting outside on a nice cool day and watching my kids play outside is very pleasing. 
anticipating	I can't wait to get on the road
sad	I was super sad yesterday when someone I know ruined the little bit of trust I had in them. I allowed them back in too rebuild..and they ruined it again
anger	I was very upset when I heard that my friend had lied to me
anger	I am super frustrated that someone I know keeps ruining their life. They keep repeating the same bad mistakes to destroy everything, anytime anything good happens.
anger	I lost my car keys at a bar last night.
anticipating	I am very anxious this weekend as someone I was trying to fix a relationship with is acting up again. I just get a lot of anxiety about what they will pull next because they usually do pull something.
anticipating	I can't wait to be off work
surprise	I found a gift card I forgot I had in a drawer
joy	I felt very happy last night when my new dog was running around playing. I didn't think she knew how to play and would always be stuck to my leg and worried.
sad	my girlfriend broke up with me
surprise	1
anger	I am angry with how my neighbors talk to their dogs. They yell at them everytime they go outside for the MINUTES they are out there and they get harassed the whole time until they don't want to get off the porch..then they get yelled at more!
anger	I am super OVER the people who litter on the outside of my lawn everyday. I don't know what to do with how upset I get at picking up everyone elses trash.
disgust	I was totally grossed out by a guy who threw his nasty cup of something out the window on the EXPRESSWAY. It hit out windshield and yes he threw it out on purpose.
anger	I have a neighbor who sits outside all day and it's across from my backyard so I can't sit and relax and watch the birds. He is crazy/mental illness that is not taken care of and he yells over a lot.
